date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:06:32	11962/11962	---M--	200	added ('OK')	text/html	etag:%2280e87ed788d8d81:0%22	https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/grandprix_math_mixad1d.html	(from )
20:06:33	195/195	---M--	200	added ('OK')	text/plain	etag:%228eff04fa557d21:0%22	https://www.digipuzzle.net/robots.txt		(from )
20:06:34	14832/14832	---M--	200	added ('OK')	image/jpeg	etag:%2206e781dbcd11:0%22	https://www.digipuzzle.net/minigames/grandprix/background.jpg	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/background.jpg	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:36	21132/21132	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f263bfa3db1d11:0%22	https://www.digipuzzle.net/minigames/grandprix/fonts/29C4F4_0_0.eot?	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/fonts/29C4F4_0_0d41d.eot	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:37	24942/24942	---M--	200	added ('OK')	font/x-woff	etag:%22ab319fa3db1d11:0%22	https://www.digipuzzle.net/minigames/grandprix/fonts/29C4F4_0_0.woff	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/fonts/29C4F4_0_0.woff	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:38	43380/43380	---M--	200	added ('OK')	application/octet-stream	etag:%227e8b12fa3db1d11:0%22	https://www.digipuzzle.net/minigames/grandprix/fonts/29C4F4_0_0.ttf	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/fonts/29C4F4_0_0.ttf	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:40	53/53	---M--	200	added ('OK')	application/javascript	etag:%22cfb186c2347ad31:0%22	https://www.digipuzzle.net/puzzles/ads.js?221005090524	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/puzzles/ads2476.js	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:40	274656/274656	---M--	200	added ('OK')	application/javascript	etag:%228db391627ce1:0%22	https://www.digipuzzle.net/puzzles/jquery-1.8.2.js	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/puzzles/jquery-1.8.2.js	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:42	210899/210899	---M--	200	added ('OK')	application/javascript	etag:%2203e2b86aacbd91:0%22	https://www.digipuzzle.net/puzzles/fw_003.js?221005090524	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/puzzles/fw_0032476.js	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:43	87338/87338	---M--	200	added ('OK')	application/javascript	etag:%2280ade7d41ad8d51:0%22	https://www.digipuzzle.net/puzzles/fw_multiplayer.js?221005090524	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/puzzles/fw_multiplayer2476.js	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:44	50193/50193	---M--	200	added ('OK')	application/javascript	etag:%22808759e755c2d41:0%22	https://www.digipuzzle.net/minigames/grandprix/grandprix_v2.js?221005090524	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/grandprix_v22476.js	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:44	119/119	---M--	200	added ('OK')	application/javascript	etag:%221fdb82781dbcd11:0%22	https://www.digipuzzle.net/minigames/grandprix/init.js?221005090524	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/init2476.js	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:47	30075/30075	---M--	200	added ('OK')	image/png	etag:%229762ab781dbcd11:0%22	https://www.digipuzzle.net/minigames/grandprix/motors.png	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/motors.png	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:47	687861/687861	---M--	200	added ('OK')	image/jpeg	etag:%224bdd717b1dbcd11:0%22	https://www.digipuzzle.net/minigames/grandprix/track3.jpg	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/minigames/grandprix/track3.jpg	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:47	157/157	---M--	302	error ('Redirect')	text/html	date:Tue,%2029%20Aug%202023%2002:06:44%20GMT	https://www.digipuzzle.net/choice.js?tag_version=V2	C:/My%20Web%20Sites/carreras/www.digipuzzle.net/choice.dfdfe.delayed	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
20:06:55	177306/177306	---M--	200	added ('OK')	text/javascript	etag:9107109005573343924	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/carreras/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.digipuzzle.net/minigames/grandprix/grandprix_math_mix.htm?language=spanish)
